Country Code,year,edu_spend_by_gdp
UMC,1997,
URY,1997,
USA,1997,
UZB,1997,
VCT,1997,
VEN,1997,
VGB,1997,
VIR,1997,
VNM,1997,
VUT,1997,
WLD,1997,
WSM,1997,
XKX,1997,
YEM,1997,
ZAF,1997,
ZMB,1997,
ZWE,1997,
ABW,1998,4.763160229
AFE,1998,
AFG,1998,
AFW,1998,
AGO,1998,2.567120075
ALB,1998,3.536979914
AND,1998,
ARB,1998,
ARE,1998,
ARG,1998,4.039869785
ARM,1998,
ASM,1998,
ATG,1998,
AUS,1998,
AUT,1998,6.137249947
AZE,1998,3.380019903
BDI,1998,
BEL,1998,
BEN,1998,2.747889996
BFA,1998,
BGD,1998,
BGR,1998,2.739429951
BHR,1998,
BHS,1998,
BIH,1998,
BLR,1998,
BLZ,1998,
BMU,1998,2.152270079
BOL,1998,
BRA,1998,4.756659985
BRB,1998,
BRN,1998,3.83446002
BTN,1998,
BWA,1998,
CAF,1998,
CAN,1998,5.493770123
CEB,1998,4.925189972
CHE,1998,4.751520157
CHI,1998,
CHL,1998,3.323129892
CHN,1998,1.844329953
CIV,1998,2.434989929
CMR,1998,
COD,1998,
COG,1998,4.068270206
COL,1998,3.926440001
COM,1998,2.201359987
CPV,1998,6.391769886
CRI,1998,
CSS,1998,2.438920021
CUB,1998,6.208730221
CUW,1998,
CYM,1998,
CYP,1998,
CZE,1998,3.559890032
DEU,1998,4.444459915
DJI,1998,
DMA,1998,5.739840031
DNK,1998,8.112010002
DOM,1998,
DZA,1998,
EAP,1998,
EAR,1998,
EAS,1998,
ECA,1998,
ECS,1998,4.444459915
ECU,1998,2.195369959
EGY,1998,
EMU,1998,4.534309864
ERI,1998,4.620580196
ESP,1998,4.291210175
EST,1998,6.235360146
ETH,1998,
EUU,1998,4.534309864
FCS,1998,
FIN,1998,
FJI,1998,5.524700165
FRA,1998,5.711480141
FRO,1998,
FSM,1998,
GAB,1998,3.419660091
GBR,1998,4.207079887
GEO,1998,2.108880043
GHA,1998,
GIB,1998,
GIN,1998,
GMB,1998,
GNB,1998,
GNQ,1998,2.187979937
GRC,1998,2.992330074
GRD,1998,
GRL,1998,
GTM,1998,
GUM,1998,
GUY,1998,
HIC,1998,4.444459915
HKG,1998,
HND,1998,
HPC,1998,
HRV,1998,
HTI,1998,
HUN,1998,4.408649921
IBD,1998,
IBT,1998,
IDA,1998,
IDB,1998,
IDN,1998,
IDX,1998,
IMN,1998,
IND,1998,3.572560072
INX,1998,
IRL,1998,4.287539959
IRN,1998,
IRQ,1998,
ISL,1998,6.78387022
ISR,1998,6.410309792
ITA,1998,4.440949917
JAM,1998,
JOR,1998,
JPN,1998,3.297970057
KAZ,1998,
KEN,1998,
KGZ,1998,4.919630051
KHM,1998,1.259070039
KIR,1998,
KNA,1998,4.020569801
KOR,1998,3.368139982
KWT,1998,
LAC,1998,3.602309942
LAO,1998,
LBN,1998,
LBR,1998,
LBY,1998,
LCA,1998,5.528940201
LCN,1998,3.278179884
LDC,1998,
LIC,1998,
LIE,1998,
LKA,1998,3.051419973
LMC,1998,
LMY,1998,
LSO,1998,
LTE,1998,3.926440001
LTU,1998,6.089570045
LUX,1998,
LVA,1998,5.967750072
MAC,1998,3.350049973
MAF,1998,
MAR,1998,4.59939003
MCO,1998,1.208819985
MDA,1998,
MDG,1998,1.588790059
MDV,1998,
MEA,1998,
MEX,1998,3.178380013
MHL,1998,
MIC,1998,
MKD,1998,
MLI,1998,2.649590015
MLT,1998,4.185369968
MMR,1998,
MNA,1998,
MNE,1998,
MNG,1998,5.493020058
MNP,1998,
MOZ,1998,1.801370025
MRT,1998,
MUS,1998,
MWI,1998,
MYS,1998,
NAC,1998,5.493770123
NAM,1998,
NCL,1998,
NER,1998,
NGA,1998,
NIC,1998,2.225850105
NLD,1998,4.534309864
NOR,1998,7.357590199
NPL,1998,2.892879963
NRU,1998,
NZL,1998,
OED,1998,4.444459915
OMN,1998,3.61026001
OSS,1998,
PAK,1998,
PAN,1998,
PER,1998,3.278179884
PHL,1998,3.697459936
PLW,1998,
PNG,1998,
POL,1998,4.925189972
PRE,1998,
PRI,1998,
PRK,1998,
PRT,1998,
PRY,1998,4.198339939
PSE,1998,
PSS,1998,
PST,1998,4.448840141
PYF,1998,
QAT,1998,3.577670097
ROU,1998,
RUS,1998,
RWA,1998,
SAS,1998,3.051419973
SAU,1998,8.281310081
SDN,1998,
SEN,1998,2.474570036
SGP,1998,
SLB,1998,2.315500021
SLE,1998,
SLV,1998,2.547250032
SMR,1998,
SOM,1998,
SRB,1998,
SSA,1998,
SSD,1998,
SSF,1998,
SST,1998,4.337140083
STP,1998,
SUR,1998,
SVK,1998,
SVN,1998,
SWE,1998,7.059150219
SWZ,1998,
SXM,1998,
SYC,1998,5.631790161
SYR,1998,
TCA,1998,
TCD,1998,1.64902997
TEA,1998,
TEC,1998,
TGO,1998,2.82130003
THA,1998,4.625699997
TJK,1998,2.528490067
TKM,1998,
TLA,1998,3.228279948
TLS,1998,
TMN,1998,
TON,1998,5.517129898
TSA,1998,3.051419973
TSS,1998,
TTO,1998,2.438920021
TUN,1998,
TUR,1998,0.0
TUV,1998,
TZA,1998,1.498389959
UGA,1998,
UKR,1998,4.448840141
UMC,1998,
URY,1998,2.243370056
USA,1998,
UZB,1998,
VCT,1998,4.033370018
VEN,1998,
VGB,1998,
VIR,1998,
VNM,1998,
VUT,1998,7.641049862
WLD,1998,
WSM,1998,
XKX,1998,
YEM,1998,
ZAF,1998,
ZMB,1998,2.118230104
ZWE,1998,
ABW,1999,4.395269871
AFE,1999,3.887419939
AFG,1999,
AFW,1999,2.345824957
AGO,1999,
ALB,1999,3.592930079
AND,1999,
ARB,1999,
ARE,1999,
ARG,1999,4.521679878
ARM,1999,2.235189915
ASM,1999,
ATG,1999,2.525500059
AUS,1999,
AUT,1999,6.135990143
AZE,1999,4.212140083
BDI,1999,3.417449951
BEL,1999,
BEN,1999,1.921939969
BFA,1999,
BGD,1999,2.132819891
BGR,1999,
BHR,1999,
BHS,1999,
BIH,1999,
BLR,1999,6.000010014
BLZ,1999,4.03494978
BMU,1999,
BOL,1999,
BRA,1999,3.800620079
BRB,1999,4.341239929
BRN,1999,3.596090078
BTN,1999,
BWA,1999,
CAF,1999,1.690019965
CAN,1999,5.530799866
CEB,1999,4.570369959
CHE,1999,4.759530067
CHI,1999,
CHL,1999,3.708389997
CHN,1999,1.888039947
CIV,1999,2.685290098
CMR,1999,
COD,1999,
COG,1999,
COL,1999,4.44080019
COM,1999,
CPV,1999,6.801680088
CRI,1999,5.394360065
CSS,1999,2.756119967
CUB,1999,6.755239964
CUW,1999,
CYM,1999,
CYP,1999,4.772079945
CZE,1999,3.644409895
DEU,1999,
DJI,1999,7.629479885
DMA,1999,4.028580189
DNK,1999,7.93460989
DOM,1999,
DZA,1999,
EAP,1999,
EAR,1999,4.110370159
EAS,1999,
ECA,1999,3.75532496
ECS,1999,4.499660015
ECU,1999,1.547340035
EGY,1999,
EMU,1999,4.50165987
ERI,1999,5.26281023
ESP,1999,4.263879776
EST,1999,6.652490139
ETH,1999,
EUU,1999,4.570369959
FCS,1999,
FIN,1999,5.871230125
FJI,1999,5.168640137
FRA,1999,
FRO,1999,
FSM,1999,6.424910069
GAB,1999,3.081229925
GBR,1999,3.98845005
GEO,1999,2.15512991
GHA,1999,4.110370159
GIB,1999,
GIN,1999,1.61954999
GMB,1999,1.565129995
GNB,1999,2.03237009
GNQ,1999,
GRC,1999,3.148230076
GRD,1999,
GRL,1999,
GTM,1999,
GUM,1999,
GUY,1999,8.561059952
HIC,1999,4.662415028
HKG,1999,
HND,1999,
HPC,1999,2.568530083
HRV,1999,
HTI,1999,
HUN,1999,4.56704998
IBD,1999,4.22040987
IBT,1999,3.517135024
IDA,1999,2.641530037
IDB,1999,
IDN,1999,
IDX,1999,2.568530083
IMN,1999,
IND,1999,4.415390015
INX,1999,
IRL,1999,4.133790016
IRN,1999,4.22040987
IRQ,1999,
ISL,1999,6.434010029
ISR,1999,6.2084198
ITA,1999,4.50165987
JAM,1999,
JOR,1999,4.943669796
JPN,1999,3.378129959
KAZ,1999,3.892570019
KEN,1999,5.323239803
KGZ,1999,4.08521986
KHM,1999,
KIR,1999,9.705590248
KNA,1999,3.322669983
KOR,1999,3.369290113
KWT,1999,
LAC,1999,3.620980024
LAO,1999,
LBN,1999,
LBR,1999,
LBY,1999,2.264169931
LCA,1999,5.449940205
LCN,1999,3.754505038
LDC,1999,2.459810019
LIC,1999,2.641530037
LIE,1999,
LKA,1999,
LMC,1999,2.923650026
LMY,1999,3.436789989
LSO,1999,12.49934959
LTE,1999,4.133790016
LTU,1999,
LUX,1999,
LVA,1999,5.697899818
MAC,1999,3.336649895
MAF,1999,
MAR,1999,4.62526989
MCO,1999,1.195269942
MDA,1999,4.662559986
MDG,1999,2.405009985
MDV,1999,
MEA,1999,
MEX,1999,3.36164999
MHL,1999,13.8498497
MIC,1999,3.887419939
MKD,1999,
MLI,1999,2.231839895
MLT,1999,
MMR,1999,
MNA,1999,
MNE,1999,
MNG,1999,5.145659924
MNP,1999,
MOZ,1999,2.641530037
MRT,1999,1.722030044
MUS,1999,3.887419939
MWI,1999,3.432240009
MYS,1999,5.686789989
NAC,1999,5.530799866
NAM,1999,7.130760193
NCL,1999,
NER,1999,2.568530083
NGA,1999,
NIC,1999,2.923650026
NLD,1999,4.499660015
NOR,1999,6.962220192
NPL,1999,2.89331007
NRU,1999,
NZL,1999,6.636209965
OED,1999,4.570369959
OMN,1999,3.529129982
OSS,1999,5.090950012
PAK,1999,2.611490011
PAN,1999,4.751140118
PER,1999,3.44133997
PHL,1999,
PLW,1999,
PNG,1999,
POL,1999,4.573689938
PRE,1999,2.459810019
PRI,1999,
PRK,1999,
PRT,1999,5.046860218
PRY,1999,4.230879784
PSE,1999,
PSS,1999,
PST,1999,4.759530067
PYF,1999,
QAT,1999,4.345300198
ROU,1999,
RUS,1999,
RWA,1999,3.857990026
SAS,1999,2.89331007
SAU,1999,7.072269917
SDN,1999,
SEN,1999,2.459810019
SGP,1999,
SLB,1999,
SLE,1999,
SLV,1999,2.562609911
SMR,1999,
SOM,1999,
SRB,1999,
SSA,1999,2.963969946
SSD,1999,
SSF,1999,2.963969946
SST,1999,4.489184976
STP,1999,
SUR,1999,
SVK,1999,4.102910042
SVN,1999,
SWE,1999,6.842529774
SWZ,1999,5.090950012
SXM,1999,
SYC,1999,4.944680214
SYR,1999,
TCA,1999,
TCD,1999,3.227859974
TEA,1999,
TEC,1999,3.892570019
TGO,1999,2.963969946
THA,1999,4.832670212
TJK,1999,2.076519966
TKM,1999,
TLA,1999,3.708389997
TLS,1999,
TMN,1999,
TON,1999,5.380559921
TSA,1999,2.89331007
TSS,1999,2.963969946
TTO,1999,2.756119967
TUN,1999,6.270989895
TUR,1999,
TUV,1999,
TZA,1999,
UGA,1999,
UKR,1999,3.618079901
UMC,1999,3.889994979
URY,1999,
USA,1999,
UZB,1999,
VCT,1999,5.752689838
VEN,1999,
VGB,1999,
VIR,1999,
VNM,1999,
VUT,1999,6.162650108
WLD,1999,4.036834955
WSM,1999,4.016250134
XKX,1999,
YEM,1999,
ZAF,1999,5.29117012
ZMB,1999,1.774950027
ZWE,1999,
ABW,2000,4.714680195
AFE,2000,3.606129885
AFG,2000,
AFW,2000,2.463350058
AGO,2000,2.607530117
ALB,2000,3.430170059
AND,2000,
ARB,2000,
ARE,2000,
ARG,2000,4.580309868
ARM,2000,2.772730112
ASM,2000,
ATG,2000,
AUS,2000,
AUT,2000,5.620369911
AZE,2000,3.853990078
BDI,2000,2.645479918
BEL,2000,
BEN,2000,2.113660097
BFA,2000,
BGD,2000,2.125080109
BGR,2000,
BHR,2000,
BHS,2000,2.232840061
BIH,2000,
BLR,2000,6.196619987
BLZ,2000,3.683569908
BMU,2000,
BOL,2000,
BRA,2000,3.948930025
BRB,2000,4.71585989
BRN,2000,3.384609938
BTN,2000,5.786759853
BWA,2000,
CAF,2000,1.612650037
CAN,2000,5.423319817
CEB,2000,4.868400097
CHE,2000,4.658780098
CHI,2000,
CHL,2000,3.757070065
CHN,2000,
CIV,2000,2.40031004
CMR,2000,1.702849984
COD,2000,
COG,2000,
COL,2000,3.511209965
COM,2000,
CPV,2000,
CRI,2000,4.666950226
CSS,2000,2.755650043
CUB,2000,7.704810143
CUW,2000,
CYM,2000,
CYP,2000,4.9895401
CZE,2000,3.61999011
DEU,2000,
DJI,2000,9.659999847
DMA,2000,
DNK,2000,8.090000153
DOM,2000,1.888290048
DZA,2000,
EAP,2000,4.208930016
EAR,2000,3.817895055
EAS,2000,
ECA,2000,3.469280005
ECS,2000,4.167860031
ECU,2000,1.202659965
EGY,2000,
EMU,2000,4.583250046
ERI,2000,
ESP,2000,4.167860031
EST,2000,5.339459896
ETH,2000,3.886149883
EUU,2000,4.868400097
FCS,2000,
FIN,2000,5.711639881
FJI,2000,5.877739906
FRA,2000,
FRO,2000,
FSM,2000,6.706870079
GAB,2000,3.827090025
GBR,2000,4.018219948
GEO,2000,2.181050062
GHA,2000,
GIB,2000,
GIN,2000,1.778650045
GMB,2000,1.465870023
GNB,2000,
GNQ,2000,
GRC,2000,3.350850105
GRD,2000,
GRL,2000,
GTM,2000,
GUM,2000,
GUY,2000,8.484149933
HIC,2000,4.658780098
HKG,2000,
HND,2000,
HPC,2000,2.463350058
HRV,2000,
HTI,2000,
HUN,2000,4.868400097
IBD,2000,3.840540051
IBT,2000,3.242324948
IDA,2000,2.514185071
IDB,2000,2.40031004
IDN,2000,
IDX,2000,2.565020084
IMN,2000,
IND,2000,4.324790001
INX,2000,
IRL,2000,4.132259846
IRN,2000,4.030640125
IRQ,2000,
ISL,2000,6.431439877
ISR,2000,5.94367981
ITA,2000,4.279940128
JAM,2000,4.983469963
JOR,2000,
JPN,2000,3.460119963
KAZ,2000,3.25661993
KEN,2000,5.186729908
KGZ,2000,3.50838995
KHM,2000,1.648699999
KIR,2000,10.04244041
KNA,2000,4.740389824
KOR,2000,
KWT,2000,
LAC,2000,3.659955025
LAO,2000,1.503690004
LBN,2000,
LBR,2000,
LBY,2000,
LCA,2000,
LCN,2000,3.757070065
LDC,2000,2.565020084
LIC,2000,2.646094918
LIE,2000,
LKA,2000,
LMC,2000,2.535440087
LMY,2000,3.242324948
LSO,2000,10.09154987
LTE,2000,3.853990078
LTU,2000,
LUX,2000,
LVA,2000,5.408549786
MAC,2000,3.314389944
MAF,2000,
MAR,2000,
MCO,2000,1.255370021
MDA,2000,4.486390114
MDG,2000,2.438689947
MDV,2000,
MEA,2000,
MEX,2000,3.808700085
MHL,2000,
MIC,2000,3.509799957
MKD,2000,
MLI,2000,2.971560001
MLT,2000,
MMR,2000,
MNA,2000,
MNE,2000,
MNG,2000,5.550370216
MNP,2000,
MOZ,2000,
MRT,2000,
MUS,2000,3.719039917
MWI,2000,3.606129885
MYS,2000,5.971610069
NAC,2000,5.423319817
NAM,2000,6.901780128
NCL,2000,
NER,2000,2.565020084
NGA,2000,
NIC,2000,3.001600027
NLD,2000,4.583250046
NOR,2000,6.459340096
NPL,2000,2.975150108
NRU,2000,
NZL,2000,5.604420185
OED,2000,4.666950226
OMN,2000,2.80456996
OSS,2000,5.339459896
PAK,2000,1.837820053
PAN,2000,4.893970013
PER,2000,3.228029966
PHL,2000,3.164400101
PLW,2000,7.844349861
PNG,2000,
POL,2000,4.96281004
PRE,2000,2.46250999
PRI,2000,
PRK,2000,
PRT,2000,5.163849831
PRY,2000,4.230209827
PSE,2000,
PSS,2000,
PST,2000,4.868400097
PYF,2000,
QAT,2000,3.725980043
ROU,2000,2.868629932
RUS,2000,2.93979001
RWA,2000,3.434180021
SAS,2000,2.975150108
SAU,2000,5.90982008
SDN,2000,1.012179971
SEN,2000,2.463350058
SGP,2000,3.32130003
SLB,2000,
SLE,2000,4.949369907
SLV,2000,2.838680029
SMR,2000,
SOM,2000,
SRB,2000,
SSA,2000,2.645479918
SSD,2000,
SSF,2000,2.646094918
SST,2000,4.529249907
STP,2000,
SUR,2000,
SVK,2000,3.868230104
SVN,2000,
SWE,2000,6.738359928
SWZ,2000,5.508480072
SXM,2000,
SYC,2000,
SYR,2000,
TCA,2000,4.718830109
TCD,2000,2.646709919
TEA,2000,4.208930016
TEC,2000,3.430170059
TGO,2000,2.776449919
THA,2000,5.25345993
TJK,2000,2.328710079
TKM,2000,
TLA,2000,3.634140015
TLS,2000,
TMN,2000,
TON,2000,4.878079891
TSA,2000,2.975150108
TSS,2000,2.646094918
TTO,2000,2.755650043
TUN,2000,6.201960087
TUR,2000,
TUV,2000,
TZA,2000,
UGA,2000,2.461669922
UKR,2000,4.022930145
UMC,2000,3.901460052
URY,2000,2.422549963
USA,2000,
UZB,2000,
VCT,2000,7.327879906
VEN,2000,
VGB,2000,
VIR,2000,
VNM,2000,
VUT,2000,7.003630161
WLD,2000,3.782885075
WSM,2000,3.630959988
XKX,2000,
YEM,2000,9.661629677
ZAF,2000,4.908810139
ZMB,2000,1.788190007
ZWE,2000,
ABW,2001,4.798980236
AFE,2001,4.341670036
AFG,2001,
AFW,2001,2.365099907
AGO,2001,
ALB,2001,3.458699942
AND,2001,
ARB,2001,
ARE,2001,
ARG,2001,4.833740234
ARM,2001,2.469439983
ASM,2001,
ATG,2001,
AUS,2001,
AUT,2001,5.604750156
AZE,2001,3.503420115
BDI,2001,2.903909922
BEL,2001,
BEN,2001,2.365099907
BFA,2001,
BGD,2001,2.171930075
BGR,2001,3.384239912
BHR,2001,
BHS,2001,
BIH,2001,
BLR,2001,
BLZ,2001,4.235199928
BMU,2001,
BOL,2001,
BRA,2001,3.844680071
BRB,2001,6.055369854
BRN,2001,
BTN,2001,5.449850082
BWA,2001,
CAF,2001,
CAN,2001,4.953030109
CEB,2001,5.081589937
CHE,2001,4.822189808
CHI,2001,
CHL,2001,
CHN,2001,
CIV,2001,2.444770098
CMR,2001,2.297339916
COD,2001,
COG,2001,
COL,2001,3.708679914
COM,2001,
CPV,2001,
CRI,2001,4.832029819
CSS,2001,3.065289974
CUB,2001,8.358090401
CUW,2001,
CYM,2001,
CYP,2001,5.11552
CZE,2001,3.714900017
DEU,2001,
DJI,2001,7.805429935
DMA,2001,
DNK,2001,8.210949898
DOM,2001,1.967829943
DZA,2001,
EAP,2001,2.69233501
EAR,2001,4.071680069
EAS,2001,
ECA,2001,
ECS,2001,4.579915047
ECU,2001,
EGY,2001,
EMU,2001,5.232170105
ERI,2001,4.047160149
ESP,2001,4.111470222
EST,2001,5.232170105
ETH,2001,3.700289965
EUU,2001,5.081589937
FCS,2001,
FIN,2001,5.840849876
FJI,2001,5.643109798
FRA,2001,
FRO,2001,
FSM,2001,
GAB,2001,
GBR,2001,4.100140095
GEO,2001,2.137500048
GHA,2001,5.354440212
GIB,2001,
GIN,2001,1.427850008
GMB,2001,1.158100009
GNB,2001,
GNQ,2001,
GRC,2001,3.473089933
GRD,2001,
GRL,2001,
GTM,2001,
GUM,2001,
GUY,2001,8.397299767
HIC,2001,4.755759954
HKG,2001,3.903700113
HND,2001,
HPC,2001,2.471509933
HRV,2001,
HTI,2001,
HUN,2001,4.931009769
IBD,2001,3.771124959
IBT,2001,3.325264931
IDA,2001,2.662974954
IDB,2001,
IDN,2001,2.460030079
IDX,2001,2.662974954
IMN,2001,
IND,2001,
INX,2001,
IRL,2001,4.087490082
IRN,2001,4.071680069
IRQ,2001,
ISL,2001,6.705920219
ISR,2001,6.193840027
ITA,2001,4.634150028
JAM,2001,5.381030083
JOR,2001,
JPN,2001,3.400820017
KAZ,2001,
KEN,2001,5.206210136
KGZ,2001,3.854180098
KHM,2001,1.655060053
KIR,2001,11.64916992
KNA,2001,4.421549797
KOR,2001,
KWT,2001,6.585830212
LAC,2001,3.844680071
LAO,2001,1.990280032
LBN,2001,2.841480017
LBR,2001,
LBY,2001,
LCA,2001,5.707330227
LCN,2001,3.844680071
LDC,2001,2.564979911
LIC,2001,2.70720005
LIE,2001,
LKA,2001,
LMC,2001,
LMY,2001,3.278519988
LSO,2001,9.365050316
LTE,2001,3.849430084
LTU,2001,5.836440086
LUX,2001,3.539730072
LVA,2001,5.561019897
MAC,2001,2.71446991
MAF,2001,
MAR,2001,
MCO,2001,
MDA,2001,4.846849918
MDG,2001,2.70720005
MDV,2001,
MEA,2001,
MEX,2001,4.031340122
MHL,2001,
MIC,2001,3.708379984
MKD,2001,
MLI,2001,2.658449888
MLT,2001,
MMR,2001,
MNA,2001,
MNE,2001,
MNG,2001,
MNP,2001,
MOZ,2001,
MRT,2001,2.106839895
MUS,2001,3.073479891
MWI,2001,3.098340034
MYS,2001,7.484469891
NAC,2001,4.953030109
NAM,2001,6.888869762
NCL,2001,
NER,2001,2.279819965
NGA,2001,
NIC,2001,
NLD,2001,4.689330101
NOR,2001,6.820159912
NPL,2001,3.708379984
NRU,2001,
NZL,2001,
OED,2001,4.931009769
OMN,2001,3.521759987
OSS,2001,4.838240147
PAK,2001,
PAN,2001,4.189350128
PER,2001,3.037120104
PHL,2001,2.92463994
PLW,2001,7.584159851
PNG,2001,
POL,2001,5.293580055
PRE,2001,2.444770098
PRI,2001,
PRK,2001,
PRT,2001,5.33713007
PRY,2001,3.833570004
PSE,2001,
PSS,2001,
PST,2001,4.822189808
PYF,2001,
QAT,2001,3.200190067
ROU,2001,3.266289949
RUS,2001,3.106019974
RWA,2001,4.825019836
SAS,2001,2.940155029
SAU,2001,7.718870163
SDN,2001,
SEN,2001,2.471509933
SGP,2001,3.542490005
SLB,2001,
SLE,2001,2.226180077
SLV,2001,
SMR,2001,
SOM,2001,
SRB,2001,
SSA,2001,2.687350035
SSD,2001,
SSF,2001,2.70720005
SST,2001,3.955860019
STP,2001,
SUR,2001,
SVK,2001,3.942369938
SVN,2001,5.814610004
SWE,2001,6.614820004
SWZ,2001,4.838240147
SXM,2001,
SYC,2001,
SYR,2001,4.54640007
TCA,2001,4.843009949
TCD,2001,2.42614007
TEA,2001,2.69233501
TEC,2001,3.421469927
TGO,2001,2.667500019
THA,2001,4.81787014
TJK,2001,2.376590014
TKM,2001,
TLA,2001,3.839125037
TLS,2001,
TMN,2001,
TON,2001,4.477560043
TSA,2001,2.940155029
TSS,2001,2.70720005
TTO,2001,3.065289974
TUN,2001,6.201849937
TUR,2001,
TUV,2001,
TZA,2001,
UGA,2001,
UKR,2001,4.525680065
UMC,2001,3.844680071
URY,2001,2.800960064
USA,2001,
UZB,2001,
VCT,2001,
VEN,2001,
VGB,2001,2.904769897
VIR,2001,
VNM,2001,
VUT,2001,8.95114994
WLD,2001,3.903700113
WSM,2001,3.976520061
XKX,2001,
YEM,2001,9.244709969
ZAF,2001,4.636179924
ZMB,2001,
ZWE,2001,
ABW,2002,4.872200012
AFE,2002,
AFG,2002,
AFW,2002,2.349504948
AGO,2002,
ALB,2002,3.117799997
AND,2002,1.65971005
ARB,2002,
ARE,2002,
ARG,2002,4.017340183
ARM,2002,2.135040045
ASM,2002,
ATG,2002,3.079139948
AUS,2002,
AUT,2002,5.562550068
AZE,2002,3.154459953
BDI,2002,3.004930019
BEL,2002,
BEN,2002,2.159490108
BFA,2002,
BGD,2002,2.017149925
BGR,2002,3.386080027
BHR,2002,
BHS,2002,
BIH,2002,
BLR,2002,
BLZ,2002,
BMU,2002,
BOL,2002,
BRA,2002,3.750370026
BRB,2002,5.880620003
BRN,2002,
BTN,2002,
BWA,2002,
CAF,2002,1.519569993
CAN,2002,4.993080139
CEB,2002,5.179230213
CHE,2002,5.17881012
CHI,2002,
CHL,2002,4.048810005
CHN,2002,
CIV,2002,2.810480118
CMR,2002,
COD,2002,
COG,2002,3.208319902
COL,2002,4.268129826
COM,2002,2.258419991
CPV,2002,7.876820087
CRI,2002,5.150440216
CSS,2002,3.543009996
CUB,2002,9.571169853
CUW,2002,
CYM,2002,
CYP,2002,5.581669807
CZE,2002,3.939039946
DEU,2002,
DJI,2002,8.447600365
DMA,2002,
DNK,2002,8.206000328
DOM,2002,1.914010048
DZA,2002,
EAP,2002,2.89222002
EAR,2002,3.520090103
EAS,2002,3.636954904
ECA,2002,3.136129975
ECS,2002,4.445459843
ECU,2002,
EGY,2002,
EMU,2002,5.023880005
ERI,2002,3.523900032
ESP,2002,4.133510113
EST,2002,5.433030128
ETH,2002,3.632450104
EUU,2002,5.179230213
FCS,2002,
FIN,2002,6.018650055
FJI,2002,6.275869846
FRA,2002,
FRO,2002,
FSM,2002,
GAB,2002,
GBR,2002,4.611929893
GEO,2002,2.235019922
GHA,2002,
GIB,2002,
GIN,2002,1.778970003
GMB,2002,1.44291997
GNB,2002,
GNQ,2002,
GRC,2002,3.522540092
GRD,2002,
GRL,2002,
GTM,2002,
GUM,2002,
GUY,2002,8.365539551
HIC,2002,4.700484991
HKG,2002,4.015540123
HND,2002,
HPC,2002,2.396175027
HRV,2002,3.823050022
HTI,2002,
HUN,2002,5.179230213
IBD,2002,3.786710024
IBT,2002,3.225579977
IDA,2002,2.685104966
IDB,2002,
IDN,2002,2.645689964
IDX,2002,2.43543005
IMN,2002,
IND,2002,
INX,2002,
IRL,2002,4.104879856
IRN,2002,4.484879971
IRQ,2002,
ISL,2002,7.298920155
ISR,2002,6.26308012
ITA,2002,4.415200233
JAM,2002,5.375229836
JOR,2002,
JPN,2002,3.408989906
KAZ,2002,3.029700041
KEN,2002,6.171999931
KGZ,2002,4.445459843
KHM,2002,1.628630042
KIR,2002,
KNA,2002,3.920510054
KOR,2002,
KWT,2002,6.551109791
LAC,2002,3.750370026
LAO,2002,2.825220108
LBN,2002,2.552710056
LBR,2002,
LBY,2002,
LCA,2002,
LCN,2002,3.883855104
LDC,2002,2.349504948
LIC,2002,
LIE,2002,
LKA,2002,
LMC,2002,
LMY,2002,3.073750019
LSO,2002,10.10044956
LTE,2002,3.956864953
LTU,2002,5.790939808
LUX,2002,
LVA,2002,5.789110184
MAC,2002,2.842959881
MAF,2002,
MAR,2002,
MCO,2002,
MDA,2002,5.497910023
MDG,2002,2.231790066
MDV,2002,5.791860104
MEA,2002,
MEX,2002,4.243070126
MHL,2002,8.19519043
MIC,2002,3.208319902
MKD,2002,3.300149918
MLI,2002,2.896229982
MLT,2002,4.157440186
MMR,2002,
MNA,2002,
MNE,2002,
MNG,2002,7.210780144
MNP,2002,
MOZ,2002,
MRT,2002,2.277149916
MUS,2002,3.020240068
MWI,2002,
MYS,2002,7.657929897
NAC,2002,4.993080139
NAM,2002,6.742330074
NCL,2002,
NER,2002,2.401340008
NGA,2002,
NIC,2002,2.391010046
NLD,2002,4.789040089
NOR,2002,7.422460079
NPL,2002,3.152839899
NRU,2002,15.86347008
NZL,2002,
OED,2002,5.164625168
OMN,2002,3.777009964
OSS,2002,4.440869808
PAK,2002,
PAN,2002,4.254990101
PER,2002,2.820569992
PHL,2002,2.89222002
PLW,2002,7.546010017
PNG,2002,
POL,2002,5.370520115
PRE,2002,2.401340008
PRI,2002,
PRK,2002,
PRT,2002,5.258719921
PRY,2002,3.407730103
PSE,2002,
PSS,2002,
PST,2002,5.085945129
PYF,2002,
QAT,2002,3.846560001
ROU,2002,3.504129887
RUS,2002,3.835020065
RWA,2002,
SAS,2002,2.584994912
SAU,2002,7.636889935
SDN,2002,1.164250016
SEN,2002,2.594419956
SGP,2002,3.878530025
SLB,2002,
SLE,2002,2.297669888
SLV,2002,3.242840052
SMR,2002,
SOM,2002,
SRB,2002,
SSA,2002,2.702450037
SSD,2002,
SSF,2002,2.810480118
SST,2002,3.991939902
STP,2002,2.720580101
SUR,2002,
SVK,2002,4.251930237
SVN,2002,5.740139961
SWE,2002,6.910779953
SWZ,2002,4.440869808
SXM,2002,
SYC,2002,4.881090164
SYR,2002,5.269849777
TCA,2002,5.069139957
TCD,2002,
